researchers,projects,edgelabel
Syrigos K.N.,
Hatzigeorgiou D.,
Sipsas N.V., Effectiveness of full (booster) COVID-19 vaccination against severe outcomes and work absenteeism in hospitalized patients with COVID-19 during the Delta and Omicron waves in Greece
flag
Krystallaki D.,
Kavakioti C.-A.,
Gkova M.,
Sypsa S.,
Tryfinopoulou K.,
Gavrili A.,
Dimitriou A.,
Sapounas S.,
Paraskevis D.,
Mellou K., COVID-19 Burden in Long-Term Care Facilities in the Omicron Era: Public Health Action Not Yet Redundant
flag
Ioannou P.,
Katsigiannis A.,
Papakitsou I.,
Kopidakis I.,
Makraki E.,
Milonas D.,
Filippatos T.D.,
Sourvinos G.,
Papadogiannaki M.,
Lydaki E.,
Chamilos G.,
Kofteridis D.P., Convalescent Plasma Treatment of Patients Previously Treated with B-Cell-Depleting Monoclonal Antibodies Suffering COVID-19 Is Associated with Reduced Re-Admission Rates
flag
Tigka M.,
Metallinou D.,
Nanou C.,
Iliodromiti Z.,
Gryparis A.,
Lykeridou K., Medication Intake as a Factor for Non-Initiation and Cessation of Breastfeeding: A Prospective Cohort Study in Greece during the COVID-19 Pandemic
flag
Karakasidou E.,
Raftopoulou G.,
Papadimitriou A.,
Stalikas A., Self-Compassion and Well-Being during the COVID-19 Pandemic: A Study of Greek College Students
flag
Koureas M.,
Mellou K.,
Vontas A.,
Kyritsi M.,
Panagoulias I.,
Koutsolioutsou A.,
Mouchtouri V.A.,
Speletas M.,
Paraskevis D.,
Hadjichristodoulou C., Wastewater Levels of Respiratory Syncytial Virus Associated with Influenza-like Illness Rates in Children—A Case Study in Larissa, Greece (October 2022–January 2023)
flag
Huo D.,
Yi J.,
Zhang X.,
Meng S.,
Chen Y.,
Ouyang R.,
Hung K., FDI and Wellbeing: A Key Node Analysis for Psychological Health in Response to COVID-19 Using Artificial Intelligence
flag
Siafaka V.,
Tsonis O.,
Christogiannis C.,
Kontouli K.-M.,
Margariti K.,
Barbalia Z.,
Flindris S.,
Manifava E.,
Paschopoulou K.I.,
Tzioras S.,
Baltogianni M.,
Mavridis D.,
Paschopoulos M., Psychometric properties of the Greek versions of the Pandemic-Related Pregnancy Stress Scale and the Pandemic-Related Postpartum Stress Scale and associated risk factors during the second year of the COVID-19 pandemic
flag
Galanis P.,
Vraka I.,
Katsiroumpa A.,
Siskou O.,
Konstantakopoulou O.,
Zogaki E.,
Kaitelidou D., Psychosocial Predictors of COVID-19 Vaccine Uptake among Pregnant Women: A Cross-Sectional Study in Greece
flag
Katsiroumpa A.,
Sourtzi P.,
Kaitelidou D.,
Siskou O.,
Konstantakopoulou O.,
Galanis P., Predictors of Seasonal Influenza Vaccination Willingness among High-Risk Populations Three Years after the Onset of the COVID-19 Pandemic
flag
Gountas I.,
Favre-Bulle A.,
Saxena K.,
Wilcock J.,
Collings H.,
Salomonsson S.,
Skroumpelos A.,
Sabale U., Impact of the COVID-19 Pandemic on HPV Vaccinations in Switzerland and Greece: Road to Recovery
flag
Katsiari M.,
Mavroidi A.,
Kesesidis N.,
Palla E.,
Zourla K.,
Ntorlis K.,
Konstantinidis K.,
Laskou M.,
Strigklis K.,
Sakkalis A.,
Nikolaou C.,
Platsouka E.D.,
Karakasiliotis I.,
Vrioni G.,
Tsakris A., Emergence of Clonally-Related South Asian Clade I Clinical Isolates of Candida auris in a Greek COVID-19 Intensive Care Unit
flag
Michailides C.,
Paraskevas T.,
Karalis I.,
Koniari I.,
Pierrakos C.,
Karamouzos V.,
Marangos M.,
Velissaris D., Impact of Bacterial Infections on COVID-19 Patients: Is Timing Important?
flag
Aslanidis V.,
Tsolaki V.,
Papadonta M.E.,
Amanatidis T.,
Parisi K.,
Makris D.,
Zakynthinos E., The Impact of the COVID-19 Pandemic on Mental Health and Quality of Life in COVID-19 Department Healthcare Workers in Central Greece
flag
Fragkiadaki S.,
Kontaxopoulou D.,
Stanitsa E.,
Angelopoulou E.,
Pavlou D.,
Šemrov D.,
Colnar S.,
Lustrek M.,
Blažica B.,
Vučica I.,
Matković R.,
Vukojevic K.,
Jelicic A.,
Guzzi P.H.,
Martinović V.,
Medina A.P.,
Piccoli G.,
Menon M.,
Kozetinac S.,
Miljković M.,
Kiskini C.,
Kokorotsikos T.,
Zilidou V.,
Radević I.,
Papatriantafyllou J.,
Thireos E.,
Tsouros A.,
Dimovski V.,
Papageorgiou S.G., How Well Did the Healthcare System Respond to the Healthcare Needs of Older People with and without Dementia during the COVID-19 Pandemic? The Perception of Healthcare Providers and Older People from the SI4CARE Project in the ADRION Region
flag
Stylianou T.,
Ntelas K., Impact of COVID-19 Pandemic on Mental Health and Socioeconomic Aspects in Greece
flag
Bouloukaki I.,
Christoforaki A.,
Christodoulakis A.,
Krasanakis T.,
Lambraki E.,
Pateli R.,
Markakis M.,
Tsiligianni I., Vaccination Coverage and Associated Factors of COVID-19 Uptake in Adult Primary Health Care Users in Greece
flag
Li N.,
Dong L., Real-time digital data of international passengers will shine in the precaution of epidemics
flag
Wedemeyer H.,
Tergast T.L.,
Lazarus J.V.,
Razavi H.,
Bakoyannis K.,
Baptista-Leite R.,
Bartoli M.,
Bruggmann P.,
Buşoi C.-S.,
Buti M.,
Carballo M.,
Castera L.,
Colombo M.,
Coutinho R.S.,
Dadon Y.,
Esmat G.,
Esteban R.,
Farran J.C.,
Gillyon-Powell M.,
Goldberg D.,
Hutchinson S.,
Janssen H.L.A.,
Kalamitsis G.,
Kondili L.A.,
Lambert J.S.,
Marinho R.T.,
Maticic M.,
Patricello A.,
Peck-Radosavljevic M.,
Pol S.,
Poljak M.,
Pop C.,
Sokol T.,
Sypsa V.,
Tözün N.,
Younossi Z.,
Aghemo A.,
Papatheodoridis G.V.,
Hatzakis A., Securing wider EU commitment to the elimination of hepatitis C virus
flag
Moisoglou I.,
Passali C.,
Tsiachri M.,
Galanis P., Predictors of COVID-19 Vaccine Uptake in Teachers: An On-line Survey in Greece
flag
Papazachariou A.,
Tsioutis C.,
Lytras T.,
Malikides O.,
Stamatelatou M.,
Vasilaki N.,
Milioni A.,
Dasenaki M.,
Spernovasilis N., The impact of seasonal influenza vaccination uptake on COVID-19 vaccination attitudes in a rural area in Greece
flag
Papachristou E.,
Rokka C.,
Sotiriadou T.,
Maneka L.,
Vassilakis A.,
Sapounas S.,
Paraskevis D.,
Jahaj E.,
Kotanidou A.,
Lagiou P.,
Magiorkinis G., Low circulation of respiratory syncytial and influenza viruses during autumn-winter 2021 in the industrial workplace and long-term healthcare facilities in Athens, Greece
flag
Nasoufidou A.,
Kavelidou M.,
Griva T.,
Melikidou E.,
Maskalidis C.,
Machaira K.,
Nikolaidou B., Total severity score and age predict long-term hospitalization in COVID-19 pneumonia
flag
Liozidou A.,
Varela V.,
Vlastos D.D.,
Giogkaraki E.,
Alzueta E.,
Perrin P.B.,
Ramos-Usuga D.,
Arango-Lasprilla J.C., Forced social isolation and lockdown during the COVID-19 pandemic: depression, anxiety, trauma-distress and coping mechanisms of a Greek sample
flag
Solomos Z.,
Mothoneou A.M.,
Boukouvalas G.,
Niakos I.,
Kavga A.,
Tsekoura D., Covid-19 case management in a Greek migrant camp: The Hellenic Red Cross Mobile Health Unit intervention in Nea Malakasa temporary accommodation center
flag
Munce S.,
Andreoli A.,
Bayley M.,
Guo M.,
Inness E.L.,
Kua A.,
McIntyre M., Clinicians’ Experiences of Implementing a Telerehabilitation Toolkit During the COVID-19 Pandemic: Qualitative Descriptive Study
flag
Diamanti A.,
Sarantaki A.,
Kalamata N.,
Vivilaki V.,
Varnakioti D.,
Lykeridou A., Pregnancy during the pandemic: The psychological impact of COVID-19 on pregnant women in Greece
flag
Syridou G.,
Kapsabeli E.,
Mavridi A.,
Gkentzi D.,
Sideri V.,
Vervenioti A.,
Siafakas N.,
Daskalaki A.,
Briana D.,
Papaevangelou V., Clinical outcome in newborns of perinatally COVID-19 infected women
flag
Chrysostomou A.C.,
Vrancken B.,
Haralambous C.,
Alexandrou M.,
Aristokleous A.,
Christodoulou C.,
Gregoriou I.,
Ioannides M.,
Kalakouta O.,
Karagiannis C.,
Koumbaris G.,
Loizides C.,
Mendris M.,
Papastergiou P.,
Patsalis P.C.,
Pieridou D.,
Richter J.,
Schmitt M.,
Shammas C.,
Stylianou D.C.,
Themistokleous G.,
Lemey P.,
Kostrikis L.G., the COMESSAR Network Genomic Epidemiology of the SARS-CoV-2 Epidemic in Cyprus from November 2020 to October 2021: The Passage of Waves of Alpha and Delta Variants of Concern
flag
Taskou C.,
Sarantaki A.,
Beloukas A.,
Georgakopoulou V.,
Daskalakis G.,
Papalexis P.,
Lykeridou A., Knowledge and Attitudes of Healthcare Professionals Regarding Perinatal Influenza Vaccination during the COVID-19 Pandemic
flag
Galanis P.,
Katsiroumpa A.,
Sourtzi P.,
Siskou O.,
Konstantakopoulou O.,
Katsoulas T.,
Kaitelidou D., Social Support Mediates the Relationship between COVID-19-Related Burnout and Booster Vaccination Willingness among Fully Vaccinated Nurses
flag
Dermitzakis E.V.,
Kouroudi A.,
Argyriou A.A.,
Spingos K.C.,
Bilias K.,
Vikelis M., Results of a Web-Based Survey on 2105 Greek Migraine Patients—Second Part: Efficacy of Acute and Prophylactic Migraine Treatments and Corresponding Patients’ Reported Satisfaction
flag
Malli F.,
Lampropoulos I.C.,
Perlepe G.,
Papagiannis D.,
Gourgoulianis K.I., Analysis of SARS-CoV-2 Cases, COVID-19 Outcomes and Vaccinations, during the Different SARS-CoV-2 Variants in Greece
flag
Galanis P.,
Katsiroumpa A.,
Vraka I.,
Siskou O.,
Konstantakopoulou O.,
Katsoulas T.,
Kaitelidou D., Seasonal Influenza Vaccine Intention among Nurses Who Have Been Fully Vaccinated against COVID-19: Evidence from Greece
flag
Spernovasilis N.,
Kritsotakis E.I.,
Mathioudaki A.,
Vouidaski A.,
Markaki I.,
Psaroudaki D.,
Ioannou P.,
Kofteridis D.P., Antimicrobial Prescribing before and after the Implementation of a Carbapenem-Focused Antimicrobial Stewardship Program in a Greek Tertiary Hospital during the COVID-19 Pandemic
flag
Voutskidou A.,
Kirkou G.,
Dagla M.,
Orovou E.,
Sarella A.,
Palaska E.,
Iliadou M.,
Antoniou E., COVID-19 Pandemic and Its Impact on the Quality of Women’s Sexual Life: A Systematic Review
flag
Parissopoulos S.,
Timmins F.,
Mpouzika M.,
Mantzorou M.,
Kapadochos T.,
Papagaroufali E., Intensive Care Nurses’ Experience of Caring in Greece
flag
Siasios P.,
Arvaniti K.,
Zachrou E.,
Poulopoulou A.,
Pisanidou P.,
Vasileiadou G.,
Kaimakamis E.,
Georgopoulou A.,
Renta F.,
Lathyris D.,
Veroniki F.,
Geka E.,
Soultati I.,
Argiriadou E.,
Apostolidou E.,
Amoiridou P.,
Ioannou K.,
Kouras L.,
Mimitou I.,
Stokkos K.,
Flioni E.,
Pertsas E.,
Sileli M.,
Iasonidou C.,
Sourla E.,
Pitsiou G.,
Vyzantiadis T.-A., COVID-19-Associated Pulmonary Aspergillosis (CAPA) in Northern Greece during 2020–2022: A Comparative Study According to the Main Consensus Criteria and Definitions
flag
Kounenou K.,
Giannoulas A.,
Stampoltzis A.,
Kalamatianos A.,
Kourmousi N.,
Pezirkianidis C., Perspectives on Emergency Remote Teaching during COVID-19 Pandemic in a Sample of Greek Undergraduate Students: The Role of Self-Image
flag
Prezerakos P.,
Dadouli K.,
Agapidaki E.,
Kravvari C.-M.,
Avakian I.,
Peristeri A.-M.,
Anagnostopoulos L.,
Mouchtouri V.A.,
Fountoulakis K.N.,
Koupidis S.,
Hadjichristodoulou C., Behavioral and Cultural Insights, a Nationwide Study Based on Repetitive Surveys of WHO Behavioral Insights Tool in Greece Regarding COVID-19 Pandemic and Vaccine Acceptance
flag
Verykokou G.,
Apollonatou V.,
Papaioannou A.I.,
Vogiatzoglou A.,
Roukas K.,
Kyriakopoulos C.,
Chronis C.,
Aggelopoulou C.,
Gundogdu D.,
Schoini P.,
Chloros D.,
Kavatha D.,
Manali E.D.,
Papiris S.A.,
Tsoukalas G.,
Kostikas K.,
Fouka E.,
Boumpas D.,
Loukides S., Nursing home elderly patients hospitalized for COVID-19: Characteristics and predictors of outcomes
flag
Papachristoforou E.,
Liatis S.,
Psoma O.,
Kountouri A.,
Lambadiari V.,
Tsimihodimos V., Effect of the first and second COVID-19 associated lockdown on the metabolic control of patients with type 2 diabetes in Greece
flag
Marakis G.,
Kontopoulou L.,
Konstantinidis G.,
Papathanasiou I.V.,
Karpetas G.,
Mirkopoulou D.,
Walker A.F.,
Vasara E., The Use of Dietary Supplements and Their Association with COVID-19-Related Anxiety among Non-Institutionalized Elderly in Northern Greece
flag
Dimopoulou D.,
Kyritsi M.,
Dadouli K.,
Vergadi E.,
Tsiligianni E.,
Papadimitriou E.,
Mavridi A.,
Giannakopoulos S.,
Tsiourvopoulou G.,
Palyvou M.,
Angeli E.,
Brikos N.,
Eleftheriou I.,
Spoulou V.,
Michos A.,
Gkentzi D.,
Siomou E.,
Papaevangelou V.,
Grivea I.,
Syrogiannopoulos G.,
Galanakis E.,
Hadjichristodoulou C.,
Tsolia M., Seroprevalence of anti-SARS-CoV-2 antibodies among children and their parents in Greece
flag
Kalogeropoulos A.,
Savvidou O.D.,
Bissias C.,
Sarafis P.,
Savvidis M.,
Tanos A.,
Pikoulis E.,
Papagelopoulos P.J.,
Exadaktylos A.,
Eggli S., Milder impact of the COVID-19 pandemic on the practice of orthopaedic surgery in Greece and Cyprus than other European countries
flag
Beloukas A.,
Chaintoutis S.C.,
Karakasiliotis I., The COVID-19 Pandemic Enhanced Virology Research in Greece
flag
Kotsaki A.,
Pickkers P.,
Bauer M.,
Calandra T.,
Lupse M.,
Wiersinga W.J.,
Meylan S.,
Bloos F.,
van der Poll T.,
Slim M.A.,
van Mourik N.,
Müller M.C.A.,
van Vught L.,
Vlaar A.P.J.,
de Nooijer A.,
Bakkerus L.,
Weis S.,
Antonakos N.,
Netea M.G.,
Giamarellos-Bourboulis E.J., ImmunoSep (Personalised Immunotherapy in Sepsis) international double-blind, double-dummy, placebo-controlled randomised clinical trial: study protocol
flag
Triantafillou E.,
Tsellos P.,
Christodoulou N.,
Tzavara C.,
Mrvoljak-Theodoropoulou I.,
Christodoulou G.N., The effect of COVID-19 pandemic on mental health and quality of life in the Athens area - Greece
flag
Mantas C.,
Papatheodorou E.,
Tsagkaropoulou M.-E.,
Kourti A.,
Georgiou G.,
Petrikis P.,
Hyphantis T., Delusions with content related to COVID-19 pandemic, in non-infected psychiatric hospitalized patients: a six-case series
flag
Kim Y.,
Kim B.I.,
Tak S., Time-series comparison of COVID-19 case fatality rates across 21 countries with adjustment for multiple covariates
flag
Seretis K.,
Bounas N.,
Gaitanis G.,
Bassukas I., A Meta-Analysis on the Impact of the COVID-19 Pandemic on Cutaneous Melanoma Diagnosis in Europe
flag
Dafogianni C.,
Pappa D.,
Mangoulia P.,
Kourti F.E.,
Koutelekos I.,
Dousis E.,
Margari N.,
Ferentinou E.,
Stavropoulou A.,
Gerogianni G.,
Fradelos E.,
Zartaloudi A., Anxiety, Stress and the Resilience of University Students during the First Wave of the COVID-19 Pandemic
flag
Saltaouras G.,
Perperidi M.,
Georgiou C.,
Androutsos O., Parental Lifestyle Changes and Correlations with Children’s Dietary Changes during the First COVID-19 Lockdown in Greece: The COV-EAT Study
flag
Gkentzi D.,
Mhliordos K.,
Karatza A.,
Sinopidis X.,
Dimopoulou D.,
Eleftheriou E.,
Tsolia M.,
Mavridi A.,
Miliara E.,
Papaevangelou V.,
Vergadi E.,
Galanakis E.,
Dimitriou G.,
Fouzas S., The Psychological Impact of COVID-19 Admission on Families: Results from a Nationwide Sample in Greece
flag
Tsoutsoura P.,
Xagas E.,
Kolovou K.,
Gourzi P.,
Roussos S.,
Hatzakis A.,
Boletis I.N.,
Marinaki S., Immunogenicity of the Two mRNA SARS-CoV-2 Vaccines in a Large Cohort of Dialysis Patients
flag
Androutsou L.,
Kokkinos M.,
Latsou D.,
Geitona M., Assessing the Efficiency and Productivity of the Hospital Clinics on the Island of Rhodes during the COVID-19 Pandemic
flag
Won J.-Y.,
Lee Y.-R.,
Cho M.-H.,
Kim Y.-T.,
Heo B.-Y., Impact of Government Intervention in Response to Coronavirus Disease 2019
flag
Spanakis M.,
Ioannou P.,
Tzalis S.,
Papakosta V.,
Patelarou E.,
Tzanakis N.,
Patelarou A.,
Kofteridis D.P., Drug-Drug Interactions among Patients Hospitalized with COVID-19 in Greece
flag
Paraskevas T.,
Michailides C.,
Karalis I.,
Kantanis A.,
Chourpiliadi C.,
Matthaiakaki E.,
Marangos M.,
Velissaris D., External validation of the 4C Mortality Score and PRIEST COVID-19 Clinical Severity Score in patients hospitalized with COVID-19 pneumonia in Greece
flag
Dermitzakis E.V.,
Kouroudi A.,
Argyriou A.A.,
Spingos K.C.,
Bilias K.,
Vikelis M., Results of a Web-based survey of 2105 Greek migraine patients in 2020: demographics, clinical characteristics, burden and the effects of the COVID-19 pandemic on the course of migraine
flag
Long D.,
Bonsel G.J.,
Lubetkin E.I.,
Janssen M.F.,
Haagsma J.A., Anxiety, depression, and social connectedness among the general population of eight countries during the COVID-19 pandemic
flag
Chantzaras A.,
Yfantopoulos J., Association between medication adherence and health-related quality of life of patients with diabetes
flag
Alasmari A.,
Larson H.J.,
Karafillakis E., A mixed methods study of health care professionals’ attitudes towards vaccination in 15 countries
flag
Briana D.D.,
Papaevangelou V.,
Malamitsi-Puchner A., Action is needed to tackle the clinical, psychological and socioeconomic impact of perinatal COVID-19
flag
Miliordos K.,
Giannouchos T.,
Steletou E.,
Sanidas G.,
Karkania A.,
Vervenioti A.,
Dimitriou G.,
Gkentzi D., Parental attitudes towards vaccination against COVID-19 of children 5–11 years old in Greece
flag
Gavrielatou E.,
Vaporidi K.,
Tsolaki V.,
Tserlikakis N.,
Zakynthinos G.E.,
Papoutsi E.,
Maragkuti A.,
Mantelou A.G.,
Karayiannis D.,
Mastora Z.,
Georgopoulos D.,
Zakynthinos E.,
Routsi C.,
Zakynthinos S.G.,
Schenck E.J.,
Kotanidou A.,
Siempos I.I., Rapidly improving acute respiratory distress syndrome in COVID-19: a multi-centre observational study
flag
Fountoulakis K.N.,
Breda J.,
Arletou M.P.,
Charalampakis A.I.,
Karypidou M.G.,
Kotorli K.S.,
Koutsoudi C.G.,
Ladia E.S.,
Mitkani C.A.,
Mpouri V.N.,
Samara A.C.,
Stravoravdi A.S.,
Tsiamis I.G.,
Tzortzi A.,
Vamvaka M.A.,
Zacharopoulou C.N.,
Prezerakos P.E.,
Koupidis S.A.,
K. Fountoulakis N.,
Tsapakis E.M.,
Konsta A.,
Theodorakis P.N., Adherence to facemask use in public places during the autumn–winter 2020 COVID-19 lockdown in Greece: observational data
flag
Lupu D.,
Tiganasu R., COVID-19 and the efficiency of health systems in Europe
flag
Missouridou E.,
Fradelos E.C.,
Kritsiotakis E.,
Mangoulia P.,
Segredou E.,
Papathanasiou I.V., Containment and therapeutic relationships in acute psychiatric care spaces: the symbolic dimensions of doors
flag
Panagiotakos D.,
Kosti R.I.,
Pitsavos C., How will the way we live look different in the wake of the COVID-19 pandemic? A nutrition survey in Greece
flag
Ntziora F.,
Kostaki E.G.,
Karapanou A.,
Mylona M.,
Tseti I.,
Sipsas N.V.,
Paraskevis D.,
Sfikakis P.P., Protection of vaccination versus hybrid immunity against infection with COVID-19 Omicron variants among Health-Care Workers
flag
Zhang Q.,
Pizzorno A.,
Miorin L.,
Bastard P.,
Gervais A.,
Le Voyer T.,
Bizien L.,
Manry J.,
Rosain J.,
Philippot Q.,
Goavec K.,
Padey B.,
Cupic A.,
Laurent E.,
Saker K.,
Vanker M.,
Särekannu K.,
García-Salum T.,
Ferres M.,
Corre N.L.,
Sánchez-Céspedes J.,
Balsera-Manzanero M.,
Carratala J.,
Retamar-Gentil P.,
Abelenda-Alonso G.,
Valiente A.,
Tiberghien P.,
Zins M.,
Debette S.,
Meyts I.,
Haerynck F.,
Castagnoli R.,
Notarangelo L.D.,
Gonzalez-Granado L.I.,
Dominguez-Pinilla N.,
Andreakos E.,
Triantafyllia V.,
Rodríguez-Gallego C.,
Solé-Violán J.,
Ruiz-Hernandez J.J.,
de Castro F.R.,
Ferreres J.,
Briones M.,
Wauters J.,
Vanderbeke L.,
Feys S.,
Kuo C.-Y.,
Lei W.-T.,
Ku C.-L.,
Tal G.,
Etzioni A.,
Hanna S.,
Fournet T.,
Casalegno J.-S.,
Queromes G.,
Argaud L.,
Javouhey E.,
Rosa-Calatrava M.,
Cordero E.,
Aydillo T.,
Medina R.A.,
Kisand K.,
Puel A.,
Jouanguy E.,
Abel L.,
Cobat A.,
Trouillet-Assant S.,
García-Sastre A.,
Casanova J.-L., Autoantibodies against type I IFNs in patients with critical influenza pneumonia
flag
Kontodimopoulos N.,
Poulaki E.,
Fanourgiakis J.,
Talias M.A., The Association between Fear of COVID-19 and Health-Related Quality of Life: A Cross-Sectional Study in the Greek General Population
flag
Bousali M.,
Pogka V.,
Vatsellas G.,
Loupis T.,
Athanasiadis E.I.,
Zoi K.,
Thanos D.,
Paraskevis D.,
Mentis A.,
Karamitros T., Tracing the First Days of the SARS-CoV-2 Pandemic in Greece and the Role of the First Imported Group of Travelers
flag
Long D.,
Bonsel G.J.,
Lubetkin E.I.,
Yfantopoulos J.N.,
Janssen M.F.,
Haagsma J.A., Health-Related Quality of Life and Mental Well-Being during the COVID-19 Pandemic in Five Countries: A One-Year Longitudinal Study
flag
Mateus V.,
Cruz S.,
Costa R.,
Mesquita A.,
Christoforou A.,
Wilson C.A.,
Vousoura E.,
Dikmen-Yildiz P.,
Bina R.,
Dominguez-Salas S.,
Contreras-García Y.,
Motrico E.,
Osório A., Rates of depressive and anxiety symptoms in the perinatal period during the COVID-19 pandemic: Comparisons between countries and with pre-pandemic data
flag
Papacharalampous K.-E.,
Dallas C.,
Dallas G., DETECTION OF EATING DISORDERS IN MALE AND FEMALE ARTISTIC GYMNASTS
flag
Voultsos P.,
Tsompanian A.,
Deligianni M.,
Tsamadou E.,
Tsaroucha A.K., A qualitative study of nursing practitioners' experiences with COVID-19 patients dying alone in Greece
flag
Anagnostopoulos L.,
Kourentis L.,
Papadakis A.,
Mouchtouri V.A., Re-Starting the Cruise Sector during the COVID-19 Pandemic in Greece: Assessing Effectiveness of Port Contingency Planning
flag
Papachristou E.,
Deftereos S.,
Oikonomou P.,
Bekiaridou K.,
Foutzitzi S.,
Gogoulis I.,
Sinopidis X.,
Romanidis K.,
Tsaroucha A.,
Kambouri K., Is It Safe to Stay at Home? Parents’ Perceptions of Child Home Injuries during the COVID-19 Lockdown
flag
Al-Riyami A.Z.,
Estcourt L.,
Rahimi-Levene N.,
Bloch E.M.,
Goel R.,
Tiberghien P.,
Thibert J.-B.,
Bruun M.T.,
Devine D.V.,
Gammon R.R.,
Wendel S.,
Toungouz Nevessignsky M.,
Grubovic Rastvorceva R.M.,
Oreh A.,
Romon I.,
van den Berg K.,
Kitazawa J.,
Patidar G.,
So-Osman C.,
Wood E.M., the ISBT COVID-19 Convalescent Plasma Working Group Early and out-of-hospital use of COVID-19 convalescent plasma: An international assessment of utilization and feasibility
flag
Papaioannou A.I.,
Fouka E.,
Tzanakis N.,
Antoniou K.,
Samitas K.,
Zervas E.,
Kostikas K.,
Bartziokas K.,
Porpodis K.,
Papakosta D.,
Tzouvelekis A.,
Gerogianni I.,
Kotsiou O.,
Makris M.,
Rovina N.,
Vlachou G.,
Markatos M.,
Vittorakis S.,
Katsoulis K.,
Papanikolaou I.,
Afthinos A.,
Katsaounou P.,
Steiropoulos P.,
Latsios D.,
Dimakou K.,
Koukidou S.,
Hillas G.,
Tryfon S.,
Kallieri M.,
Georgopoulou A.,
Avarlis P.,
Bakakos P.,
Markopoulou K.,
Gaki E.,
Paspala A.,
Kyriakaki Z.,
Gourgoulianis K.I.,
Papiris S.,
Loukides S., SARS-Cov-2 Infection in Severe Asthma Patients Treated With Biologics
flag
Kontopoulou K.,
Nakas C.T.,
Belai C.,
Papazisis G., Antibody titers after a third dose of the SARS-CoV-2 BNT162b2 vaccine in immunocompromised adults in Greece: Is a fourth dose necessary?
flag
Lytras T.,
Kontopidou F.,
Lambrou A.,
Tsiodras S., Comparative effectiveness and durability of COVID-19 vaccination against death and severe disease in an ongoing nationwide mass vaccination campaign
flag
Sexton C.,
Solis M.,
Aharon-Peretz J.,
Alexopoulos P.,
Apostolova L.G.,
Bayen E.,
Birkenhager B.,
Cappa S.,
Constantinidou F.,
Fortea J.,
Gerritsen D.L.,
Hassanin H.I.,
Ibanez A.,
Ioannidis P.,
Karageorgiou E.,
Korczyn A.,
Leroi I.,
Lichtwarck B.,
Logroscino G.,
Lynch C.,
Mecocci P.,
Molinuevo J.L.,
Papatriantafyllou J.,
Papegeorgiou S.,
Politis A.,
Raman R.,
Ritchie K.,
Sanchez-Juan P.,
Sano M.,
Scarmeas N.,
Spiru L.,
Stathi A.,
Tsolaki M.,
Yener G.,
Zaganas I.,
Zygouris S.,
Carrillo M., Alzheimer's disease research progress in the Mediterranean region: The Alzheimer's Association International Conference Satellite Symposium
flag
Yoneoka D.,
Eguchi A.,
Fukumoto K.,
Kawashima T.,
Tanoue Y.,
Tabuchi T.,
Miyata H.,
Ghaznavi C.,
Shibuya K.,
Nomura S., Effect of the Tokyo 2020 Summer Olympic Games on COVID-19 incidence in Japan: A synthetic control approach
flag
Sotiropoulos C.,
Loulelis V.,
Mastorakou A.,
Adamopoulou E.,
Kortesas T.,
Dimitropoulou A.,
Blika E.,
Papadimitriou-Olivgeri I.,
Binenbaum I., The Impact of the Patras Carnival on the Course of the COVID-19 Pandemic and the Outbreak of Influenza A: A Multicenter Cross-Sectional Study
flag
Samara A.A.,
Boutlas S.,
